node1,node2
22183842732,6193904573
22183842732,28092464477
22183842732,17715253123
22183842732,6181619439
22183842732,7976226799
22183842732,81314579908
22183842732,15645844443
22183842732,87396029335
108611152505641,263743636076
108611152505641,124773959128
108611152505641,6181619439
45073814203,104056422633
45073814203,175560272459373
45073814203,28092464477
45073814203,109277995764534
45073814203,24922591487
45073814203,22183842732
45073814203,121434489183
45073814203,101480364625
45073814203,6181619439
45073814203,124773959128
45073814203,62647727121
45073814203,148666214500
45073814203,87396029335
45073814203,15645844443
45073814203,81314579908
45073814203,8716402278
10535304481,143870639031920
10535304481,1411663649067953
10535304481,465298390168505
10535304481,352857924775258
10535304481,273292179353001
10535304481,169299103121699
10535304481,5718758966
10535304481,28627688223
10535304481,6193904573
10535304481,205344452828349
10535304481,7720276612
10535304481,163063653755031
10535304481,110938085622842
10535304481,48947135361
10535304481,11606846690
10535304481,9045517075
10535304481,60342206410
10535304481,14391502916
10535304481,6002238585
10535304481,111932252219829
10535304481,334816523250193
10535304481,186048831412933
10535304481,10197268193
10535304481,15645844443
10535304481,393386711693
10535304481,30478646760
10535304481,47619793252
10535304481,31844734643
10535304481,198081311536
10535304481,9974533229
10535304481,48261298954
10535304481,48745465565
10535304481,54971236771
10535304481,13259856990
382321878473677,104056422633
382321878473677,121434489183
42328360008,8062627951
42328360008,7976226799
42328360008,18807449704
42328360008,278029242253904
124773959128,8716402278
124773959128,388336798344
124773959128,116700281803237
124773959128,22183842732
124773959128,183709498325936
124773959128,17715253123
124773959128,148666214500
124773959128,108611152505641
124773959128,87396029335
124773959128,104056422633
124773959128,175560272459373
124773959128,168063999884377
124773959128,15645844443
124773959128,81314579908
124773959128,62647727121
165449723491950,58246049388
165449723491950,101480364625
165449723491950,104056422633
165449723491950,175560272459373
75183307096,367116489976035
75183307096,48947135361
75183307096,181802521854082
75183307096,48261298954
75183307096,48745465565
75183307096,161247843901324
75183307096,31844734643
75183307096,9974533229
75183307096,15645844443
75183307096,13259856990
75183307096,170889472955944
75183307096,198081311536
75183307096,6193904573
75183307096,18790602800
75183307096,29589997195
75183307096,11606846690
29589997195,54971236771
29589997195,185362080579
7720276612,13259856990
119617241420924,334816523250193
119617241420924,367116489976035
119617241420924,54971236771
119617241420924,205344452828349
119617241420924,103137454616
119617241420924,133570227362
119617241420924,7976226799
119617241420924,14391502916
119617241420924,7774903715
119617241420924,9588466619
119617241420924,169299103121699
119617241420924,393386711693
119617241420924,113546358931
119617241420924,28627688223
30478646760,367116489976035
135805843117555,193162710726173
135805843117555,13259856990
135805843117555,9974533229
135805843117555,388336798344
135805843117555,135194889838030
135805843117555,175560272459373
135805843117555,107716587449
135805843117555,31844734643
135805843117555,48745465565
135805843117555,198081311536
135805843117555,48261298954
135805843117555,48947135361
121438437877807,58246049388
121438437877807,263743636076
121438437877807,102763456429361
121438437877807,335319367568
121438437877807,101480364625
121438437877807,104056422633
121438437877807,161247843901324
121438437877807,103137454616
121438437877807,17715253123
107716587449,9974533229
107446645960097,66499758370
86668271056,66499758370
115535341805950,115535341805950
118780788722,66499758370
43700475063,53219688800
43700475063,66499758370
53219688800,43700475063
97461606856,5281959998
97461606856,107118047976
97461606856,81276070943
97461606856,54971236771
97461606856,66499758370
66499758370,115535341805950
66499758370,86668271056
66499758370,107446645960097
66499758370,97461606856
66499758370,20060875764
121434489183,102763456429361
121434489183,118280154880787
121434489183,115535341805950
121434489183,45073814203
121434489183,87396029335
121434489183,101480364625
168063999884377,124773959128
168063999884377,148666214500
118280154880787,18807449704
118280154880787,121434489183
135524010870,121434489183
135524010870,5281959998
135524010870,165449723491950
135524010870,101480364625
135524010870,263743636076
135524010870,175560272459373
135524010870,15645844443
135524010870,28092464477
135524010870,6181619439
101480364625,263743636076
101480364625,87396029335
101480364625,17715253123
101480364625,121434489183
130743573627593,121434489183
15645844443,6181619439
15645844443,8716402278
15645844443,54971236771
15645844443,161247843901324
15645844443,9974533229
15645844443,110938085622842
15645844443,107718985918103
15645844443,104056422633
15645844443,388336798344
15645844443,206219936066721
15645844443,28092464477
15645844443,87396029335
15645844443,62647727121
15645844443,81314579908
15645844443,124773959128
175560272459373,258084364225185
175560272459373,11543588107
175560272459373,161247843901324
175560272459373,382321878473677
175560272459373,10535304481
175560272459373,45073814203
175560272459373,108611152505641
175560272459373,22183842732
175560272459373,335319367568
175560272459373,24922591487
175560272459373,388336798344
175560272459373,206219936066721
175560272459373,107718985918103
175560272459373,164397533610767
175560272459373,136941433002923
175560272459373,102763456429361
175560272459373,9974533229
175560272459373,6193904573
175560272459373,15645844443
175560272459373,47619793252
175560272459373,89465763076
175560272459373,17715253123
175560272459373,158790017464560
175560272459373,101480364625
175560272459373,62647727121
175560272459373,81314579908
175560272459373,87396029335
175560272459373,320534311313108
175560272459373,183709498325936
175560272459373,121434489183
175560272459373,109277995764534
175560272459373,6181619439
175560272459373,263743636076
175560272459373,28092464477
175560272459373,212840202097893
175560272459373,148666214500
175560272459373,8716402278
175560272459373,127204107355910
175560272459373,111638212190436
175560272459373,104752028275
175560272459373,124773959128
175560272459373,104056422633
175560272459373,126091214115114
175560272459373,165449723491950
104056422633,124773959128
104056422633,121438437877807
104056422633,220779885077
104056422633,161247843901324
104056422633,233737023393052
104056422633,87396029335
104056422633,81314579908
104056422633,15645844443
104056422633,62647727121
104056422633,175560272459373
156614921027728,227496997288883
156614921027728,220779885077
